row_id,serial_no,status,temp,accel_x,accel_y,air_gas
1459,LASER-HARDWARE-01,RUNNING,26.39,0.082,0.181,0.74
1460,LASER-HARDWARE-01,RUNNING,26.62,0.898,0.047,0.79
1461,LASER-HARDWARE-01,FAULT,28.2,2.838,1.681,0.79
1462,LASER-HARDWARE-01,RUNNING,29.33,0.435,-0.103,0.71
1463,LASER-HARDWARE-01,FAULT,54.31,-0.826,0.92,0.74
1464,LASER-HARDWARE-01,FAULT,54.3,-0.546,-0.578,0.74
1465,LASER-HARDWARE-01,RUNNING,26.79,0.147,0.238,0.77
1466,LASER-HARDWARE-01,RUNNING,24.62,-0.527,-0.147,0.76
1467,LASER-HARDWARE-01,RUNNING,22.22,0.285,0.445,0.82
1468,LASER-HARDWARE-01,FAULT,25.35,-0.055,0.277,0.17
1469,LASER-HARDWARE-01,RUNNING,25.74,0.887,-0.293,0.83
1470,LASER-HARDWARE-01,RUNNING,24.93,-0.494,-0.232,0.9
1471,LASER-HARDWARE-01,FAULT,61.12,-0.788,0.003,0.75
1472,LASER-HARDWARE-01,RUNNING,22.23,-0.052,0.231,0.83
1473,LASER-HARDWARE-01,RUNNING,24.87,-0.073,0.528,0.8
1474,LASER-HARDWARE-01,RUNNING,22.92,-0.187,-0.621,0.77
1475,LASER-HARDWARE-01,RUNNING,27.73,0.494,-0.018,0.81
1476,LASER-HARDWARE-01,RUNNING,23.68,-0.201,-0.351,0.79
1477,LASER-HARDWARE-01,RUNNING,28.39,-0.259,-0.037,0.68
1478,LASER-HARDWARE-01,RUNNING,21.4,0.165,0.167,0.77
1479,LASER-HARDWARE-01,RUNNING,25.21,-0.283,0.128,0.74
1480,LASER-HARDWARE-01,RUNNING,22.46,0.069,0.512,0.79
1481,LASER-HARDWARE-01,RUNNING,21.96,-1.024,-0.611,0.73
1482,LASER-HARDWARE-01,RUNNING,22.95,0.043,-0.949,0.76
1483,LASER-HARDWARE-01,RUNNING,26.41,-0.483,-0.238,0.76
1484,LASER-HARDWARE-01,RUNNING,24.04,-0.126,0.038,0.8
1485,LASER-HARDWARE-01,FAULT,25.38,0.341,-0.199,0.28
1486,LASER-HARDWARE-01,RUNNING,27.66,0.063,0.325,0.82
1487,LASER-HARDWARE-01,RUNNING,26.06,0.384,0.629,0.89
1488,LASER-HARDWARE-01,RUNNING,24.9,0.387,-0.663,0.82
1489,LASER-HARDWARE-01,RUNNING,23.6,-0.139,-0.152,0.75
1490,LASER-HARDWARE-01,RUNNING,26.03,0.375,-0.576,0.76
1491,LASER-HARDWARE-01,RUNNING,26.61,-0.639,0.288,0.8
1492,LASER-HARDWARE-01,RUNNING,24.6,-0.138,0.404,0.79
1493,LASER-HARDWARE-01,RUNNING,20.31,0.209,-0.148,0.74
1494,LASER-HARDWARE-01,RUNNING,22.39,0.08,0.377,0.8
1495,LASER-HARDWARE-01,RUNNING,25.31,0.421,-0.29,0.88
1496,LASER-HARDWARE-01,RUNNING,27.29,-0.608,-0.174,0.83
1497,LASER-HARDWARE-01,RUNNING,26.2,-0.2,-0.356,0.86
1498,LASER-HARDWARE-01,RUNNING,26.49,-0.157,0.532,0.76
1499,LASER-HARDWARE-01,RUNNING,26.9,-0.231,0.084,0.82
